"unique_number","plot_no","treatment","plot_rep","matrix_no","species_code","species","sample_period","status","standing.height","height.mm","total.branch.length","biomass.g","stemdiam.mm","maxSpineLength.mm","postclipStemNo","date.clipped","date.measured","date.germinated","Age.of.plant","treatdate","Etreatdate","genus","MAR","rainclass"
653,"h5_2","control",2,"e1","sennig","Senegalia_nigrescens","preclip",1,"",320,320,NA,NA,4,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
654,"h5_2","control",2,"e2","vacsie","Vachellia_sieberiana","preclip",1,"",180,180,NA,NA,6,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
656,"h5_2","control",2,"e4","comcol","Combretum_collinum","preclip",1,"",70,70,NA,NA,8,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
657,"h5_2","control",2,"e5","vacexu","Vachellia_exuvialis","preclip",1,"",260,260,NA,NA,NA,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
658,"h5_2","control",2,"e6","commol","Combretum_molle","preclip",1,"",400,400,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
659,"h5_2","control",2,"f1","comher","Combretum_hereroense","preclip",1,"",310,310,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
660,"h5_2","control",2,"f2","sencaf","Senegalia_caffra","preclip",1,"",160,160,NA,NA,3,1,"","15-Mar-17","29/10/2016",137,NA,NA,"Senegalia",829.5,"high"
661,"h5_2","control",2,"f3","vaceri","Vachellia_erioloba","preclip",1,"",340,340,NA,NA,6,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
662,"h5_2","control",2,"f4","senmel","Senegalia_mellifera","preclip",1,"",60,60,NA,NA,NA,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
663,"h5_2","control",2,"f5","senmel","Senegalia_mellifera","preclip",1,"",120,120,NA,NA,5,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
664,"h5_2","control",2,"f6","vacsie","Vachellia_sieberiana","preclip",1,"",28,28,NA,NA,9,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
665,"h5_2","control",2,"g1","commol","Combretum_molle","preclip",1,"",170,170,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
666,"h5_2","control",2,"g2","comcol","Combretum_collinum","preclip",1,"",190,310,NA,NA,NA,2,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
667,"h5_2","control",2,"g3","sennig","Senegalia_nigrescens","preclip",1,"",410,410,NA,NA,6,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
668,"h5_2","control",2,"g4","colmop","Colophospermum_mopane","preclip",1,"",600,600,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
669,"h5_2","control",2,"g5","comher","Combretum_hereroense","preclip",1,"",130,130,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
670,"h5_2","control",2,"g6","sennig","Senegalia_nigrescens","preclip",1,"",540,540,NA,NA,6,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
671,"h5_2","control",2,"h1","colmop","Colophospermum_mopane","preclip",1,"",150,150,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
672,"h5_2","control",2,"h2","comapi","Combretum_apiculatum","preclip",1,"",170,170,NA,NA,NA,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Combretum",618,"med"
673,"h5_2","control",2,"h3","vacexu","Vachellia_exuvialis","preclip",1,"",320,320,NA,NA,7,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
674,"h5_2","control",2,"h4","vackar","Vachellia_karroo(rbay)","preclip",1,"",580,580,NA,NA,9,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
675,"h5_2","control",2,"h5","vaceri","Vachellia_erioloba","preclip",1,"",460,460,NA,NA,11,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
676,"h5_2","control",2,"h6","senmel","Senegalia_mellifera","preclip",1,"",170,330,NA,NA,1,2,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
677,"h5_3","control",3,"a1","colmop","Colophospermum_mopane","preclip",1,"",400,400,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
678,"h5_3","control",3,"a2","sennig","Senegalia_nigrescens","preclip",1,"",420,420,NA,NA,3,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
680,"h5_3","control",3,"a4","vacexu","Vachellia_exuvialis","preclip",1,"",250,690,NA,NA,10,2,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
681,"h5_3","control",3,"a5","senmel","Senegalia_mellifera","preclip",1,"",160,160,NA,NA,2,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
682,"h5_3","control",3,"a6","vackar","Vachellia_karroo(rbay)","preclip",1,"",280,280,NA,NA,9,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
683,"h5_3","control",3,"b1","vacdav","Vachellia_davyi","preclip",1,"",210,390,NA,NA,8,2,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
684,"h5_3","control",3,"b2","comher","Combretum_hereroense","preclip",1,"",460,460,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
685,"h5_3","control",3,"b3","comcol","Combretum_collinum","preclip",1,"",100,100,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
687,"h5_3","control",3,"b5","vackar","Vachellia_karroo(rbay)","preclip",1,"",430,430,NA,NA,9,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
688,"h5_3","control",3,"b6","sencaf","Senegalia_caffra","preclip",1,"",170,170,NA,NA,1,1,"","15-Mar-17","29/10/2016",137,NA,NA,"Senegalia",829.5,"high"
689,"h5_3","control",3,"c1","comcol","Combretum_collinum","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
690,"h5_3","control",3,"c2","vacsie","Vachellia_sieberiana","preclip",1,"",710,710,NA,NA,14,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
691,"h5_3","control",3,"c3","commol","Combretum_molle","preclip",1,"",380,380,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
692,"h5_3","control",3,"c4","colmop","Colophospermum_mopane","preclip",1,"",410,410,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
694,"h5_3","control",3,"c6","vacexu","Vachellia_exuvialis","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
695,"h5_3","control",3,"d1","commol","Combretum_molle","preclip",1,"",410,410,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
697,"h5_3","control",3,"d3","vacsie","Vachellia_sieberiana","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
698,"h5_3","control",3,"d4","vaceri","Vachellia_erioloba","preclip",1,"",340,340,NA,NA,7,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
699,"h5_3","control",3,"d5","vaceri","Vachellia_erioloba","preclip",1,"",340,340,NA,NA,6,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
700,"h5_3","control",3,"d6","comher","Combretum_hereroense","preclip",1,"",450,450,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
701,"h5_3","control",3,"e1","vacdav","Vachellia_davyi","preclip",1,"",340,340,NA,NA,12,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
702,"h5_3","control",3,"e2","vacexu","Vachellia_exuvialis","preclip",1,"",410,410,NA,NA,9,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
703,"h5_3","control",3,"e3","vaceri","Vachellia_erioloba","preclip",1,"",560,560,NA,NA,14,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
704,"h5_3","control",3,"e4","sennig","Senegalia_nigrescens","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
705,"h5_3","control",3,"e5","comcol","Combretum_collinum","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
706,"h5_3","control",3,"e6","senmel","Senegalia_mellifera","preclip",1,"",230,230,NA,NA,NA,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
707,"h5_3","control",3,"f1","vackar","Vachellia_karroo(rbay)","preclip",1,"",300,300,NA,NA,6,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
708,"h5_3","control",3,"f2","comapi","Combretum_apiculatum","preclip",1,"",500,500,NA,NA,NA,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Combretum",618,"med"
709,"h5_3","control",3,"f3","vacdav","Vachellia_davyi","preclip",1,"",520,520,NA,NA,10,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
710,"h5_3","control",3,"f4","comher","Combretum_hereroense","preclip",1,"",300,300,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
711,"h5_3","control",3,"f5","vacsie","Vachellia_sieberiana","preclip",1,"",840,840,NA,NA,17,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
712,"h5_3","control",3,"f6","vacsie","Vachellia_sieberiana","preclip",1,"",540,540,NA,NA,10,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
713,"h5_3","control",3,"g1","comher","Combretum_hereroense","preclip",1,"",350,450,NA,NA,3,2,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
714,"h5_3","control",3,"g2","colmop","Colophospermum_mopane","preclip",1,"",400,400,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
715,"h5_3","control",3,"g3","comcol","Combretum_collinum","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
716,"h5_3","control",3,"g4","vacexu","Vachellia_exuvialis","preclip",1,"",500,500,NA,NA,15,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
717,"h5_3","control",3,"g5","sennig","Senegalia_nigrescens","preclip",1,"",300,580,NA,NA,4,2,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
718,"h5_3","control",3,"g6","commol","Combretum_molle","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
719,"h5_3","control",3,"h1","sennig","Senegalia_nigrescens","preclip",1,"",240,240,NA,NA,3,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
720,"h5_3","control",3,"h2","vackar","Vachellia_karroo(rbay)","preclip",1,"",250,250,NA,NA,11,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
721,"h5_3","control",3,"h3","vacdav","Vachellia_davyi","preclip",1,"",660,660,NA,NA,13,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
722,"h5_3","control",3,"h4","vaceri","Vachellia_erioloba","preclip",1,"",320,340,NA,NA,14,2,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
724,"h5_3","control",3,"h6","colmop","Colophospermum_mopane","preclip",1,"",580,580,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
